tx_id,address,entity_type,value_btc,fee_btc,in_degree,out_degree,timestamp
tx_758,addr_445,Miner,3.463,0.00759,19,6,2020-02-01 13:00:00
tx_759,addr_410,Mixer,5.3975,0.00544,19,8,2020-02-01 14:00:00
tx_760,addr_151,Miner,1.5716,0.00087,4,13,2020-02-01 15:00:00
tx_761,addr_375,Trader,0.447,0.00028,19,2,2020-02-01 16:00:00
tx_762,addr_442,Trader,1.9183,0.00111,10,19,2020-02-01 17:00:00
tx_763,addr_364,Mixer,2.7164,0.00416,2,10,2020-02-01 18:00:00
tx_764,addr_114,Mixer,2.6782,0.00934,4,4,2020-02-01 19:00:00
tx_765,addr_326,Miner,1.474,0.00641,6,12,2020-02-01 20:00:00
tx_766,addr_379,Hodler,0.1418,0.00804,7,18,2020-02-01 21:00:00
tx_767,addr_311,Miner,0.9276,0.00472,16,7,2020-02-01 22:00:00
tx_768,addr_238,Mixer,5.0707,0.00368,7,4,2020-02-01 23:00:00
tx_769,addr_172,Mixer,1.7563,0.00117,18,7,2020-02-02 00:00:00
tx_770,addr_86,Exchange,1.5458,0.00877,19,10,2020-02-02 01:00:00
tx_771,addr_425,Mixer,0.6263,0.00785,9,15,2020-02-02 02:00:00
tx_772,addr_104,Exchange,0.9192,0.00176,10,12,2020-02-02 03:00:00
tx_773,addr_54,Hodler,4.5142,0.00517,13,1,2020-02-02 04:00:00
tx_774,addr_497,Miner,2.196,0.00493,18,18,2020-02-02 05:00:00
tx_775,addr_58,Miner,3.0966,0.00629,16,16,2020-02-02 06:00:00
tx_776,addr_312,Exchange,1.2115,0.00947,17,5,2020-02-02 07:00:00
tx_777,addr_274,Miner,1.9898,0.00584,13,19,2020-02-02 08:00:00
tx_778,addr_335,Mixer,0.5711,0.00545,12,4,2020-02-02 09:00:00
tx_779,addr_212,Trader,2.4447,0.0006,10,6,2020-02-02 10:00:00
tx_780,addr_239,Exchange,1.1158,0.00072,1,17,2020-02-02 11:00:00
tx_781,addr_259,Miner,1.1687,0.00195,8,7,2020-02-02 12:00:00
tx_782,addr_338,Exchange,2.0958,0.00042,18,7,2020-02-02 13:00:00
tx_783,addr_55,Exchange,5.5065,0.00746,2,9,2020-02-02 14:00:00
tx_784,addr_316,Trader,0.1323,0.00726,16,13,2020-02-02 15:00:00
tx_785,addr_174,Mixer,3.483,0.00145,12,14,2020-02-02 16:00:00
tx_786,addr_19,Exchange,0.6917,0.00838,9,16,2020-02-02 17:00:00
tx_787,addr_410,Miner,1.1737,0.00163,3,9,2020-02-02 18:00:00
tx_788,addr_293,Hodler,0.0443,0.00308,4,15,2020-02-02 19:00:00
tx_789,addr_109,Exchange,0.7163,0.00256,2,5,2020-02-02 20:00:00
tx_790,addr_436,Exchange,1.3968,0.00379,8,18,2020-02-02 21:00:00
tx_791,addr_454,Trader,0.1156,0.00262,10,8,2020-02-02 22:00:00
tx_792,addr_66,Mixer,1.351,0.00494,16,15,2020-02-02 23:00:00
tx_793,addr_384,Hodler,5.2376,0.00413,11,9,2020-02-03 00:00:00
tx_794,addr_18,Miner,0.2227,0.00987,18,19,2020-02-03 01:00:00
tx_795,addr_201,Hodler,2.8916,0.00065,14,6,2020-02-03 02:00:00
tx_796,addr_166,Miner,1.0542,0.00151,8,4,2020-02-03 03:00:00
tx_797,addr_375,Mixer,2.1294,0.00062,15,11,2020-02-03 04:00:00
tx_798,addr_215,Miner,0.6028,0.0063,17,10,2020-02-03 05:00:00
tx_799,addr_254,Trader,0.3475,0.00064,18,3,2020-02-03 06:00:00
tx_800,addr_429,Trader,0.3498,0.00838,6,1,2020-02-03 07:00:00
tx_801,addr_135,Trader,0.1462,0.00517,14,12,2020-02-03 08:00:00
tx_802,addr_474,Trader,0.4107,0.00532,3,15,2020-02-03 09:00:00
tx_803,addr_310,Hodler,2.1826,0.00566,7,15,2020-02-03 10:00:00
tx_804,addr_149,Mixer,4.2689,0.00179,15,14,2020-02-03 11:00:00
tx_805,addr_191,Miner,3.3654,0.00206,16,7,2020-02-03 12:00:00
tx_806,addr_113,Miner,2.3112,0.00326,16,17,2020-02-03 13:00:00
tx_807,addr_33,Trader,0.234,0.00598,8,19,2020-02-03 14:00:00
tx_808,addr_285,Trader,0.6827,0.00218,7,7,2020-02-03 15:00:00
tx_809,addr_26,Exchange,0.7416,0.00125,6,3,2020-02-03 16:00:00
tx_810,addr_145,Mixer,0.5752,0.0097,2,3,2020-02-03 17:00:00
tx_811,addr_57,Hodler,1.4472,0.00032,13,18,2020-02-03 18:00:00
tx_812,addr_440,Miner,1.5338,0.00805,12,14,2020-02-03 19:00:00
tx_813,addr_463,Exchange,0.8829,0.0079,15,3,2020-02-03 20:00:00
tx_814,addr_199,Exchange,0.8733,0.00304,9,7,2020-02-03 21:00:00
tx_815,addr_221,Miner,3.527,0.00144,2,7,2020-02-03 22:00:00
tx_816,addr_345,Hodler,3.1146,0.00154,17,5,2020-02-03 23:00:00
tx_817,addr_354,Exchange,0.7357,0.007,5,3,2020-02-04 00:00:00
tx_818,addr_199,Exchange,4.9019,0.00646,11,18,2020-02-04 01:00:00
tx_819,addr_446,Mixer,6.1074,0.00785,19,15,2020-02-04 02:00:00
tx_820,addr_60,Hodler,0.7913,0.00938,7,14,2020-02-04 03:00:00
tx_821,addr_294,Exchange,0.8752,0.00695,2,4,2020-02-04 04:00:00
tx_822,addr_495,Hodler,1.409,0.00164,16,8,2020-02-04 05:00:00
tx_823,addr_167,Miner,5.6645,0.00251,12,13,2020-02-04 06:00:00
tx_824,addr_145,Trader,4.1801,0.00844,15,8,2020-02-04 07:00:00
tx_825,addr_91,Exchange,0.2164,0.00217,1,15,2020-02-04 08:00:00
tx_826,addr_253,Mixer,0.9976,0.00082,13,17,2020-02-04 09:00:00
tx_827,addr_147,Miner,1.6121,0.00706,6,5,2020-02-04 10:00:00
tx_828,addr_466,Hodler,1.3989,0.00409,13,4,2020-02-04 11:00:00
tx_829,addr_293,Miner,0.431,0.00921,18,11,2020-02-04 12:00:00
tx_830,addr_308,Exchange,3.9154,0.00654,3,18,2020-02-04 13:00:00
tx_831,addr_125,Hodler,2.2598,0.001,1,10,2020-02-04 14:00:00
tx_832,addr_251,Trader,3.6392,0.00948,15,17,2020-02-04 15:00:00
tx_833,addr_94,Miner,3.9147,0.00266,13,15,2020-02-04 16:00:00
tx_834,addr_300,Exchange,2.7595,0.00344,5,6,2020-02-04 17:00:00
tx_835,addr_269,Mixer,1.1568,0.00408,13,16,2020-02-04 18:00:00
tx_836,addr_46,Hodler,1.886,0.00061,5,15,2020-02-04 19:00:00
tx_837,addr_145,Miner,0.3496,0.00502,19,8,2020-02-04 20:00:00
tx_838,addr_181,Miner,2.2395,0.00132,18,9,2020-02-04 21:00:00
tx_839,addr_294,Trader,0.3951,0.00407,10,11,2020-02-04 22:00:00
tx_840,addr_215,Trader,2.368,0.00357,8,2,2020-02-04 23:00:00
tx_841,addr_10,Mixer,0.5217,0.00775,15,13,2020-02-05 00:00:00
tx_842,addr_416,Mixer,0.2501,0.00805,4,4,2020-02-05 01:00:00
tx_843,addr_3,Exchange,0.3613,0.00162,2,9,2020-02-05 02:00:00
tx_844,addr_276,Exchange,0.004,0.00373,6,5,2020-02-05 03:00:00
tx_845,addr_313,Mixer,2.5369,0.0038,3,19,2020-02-05 04:00:00
tx_846,addr_164,Mixer,2.6365,0.0016,7,3,2020-02-05 05:00:00
tx_847,addr_201,Hodler,1.4469,0.008,10,3,2020-02-05 06:00:00
tx_848,addr_449,Trader,0.352,0.0071,6,6,2020-02-05 07:00:00
tx_849,addr_61,Exchange,0.1745,0.00198,16,10,2020-02-05 08:00:00
tx_850,addr_195,Trader,0.0386,0.00373,2,5,2020-02-05 09:00:00
tx_851,addr_205,Trader,0.3624,0.00115,17,3,2020-02-05 10:00:00
tx_852,addr_440,Mixer,4.4302,0.00632,13,7,2020-02-05 11:00:00
tx_853,addr_233,Hodler,0.5529,0.0013,1,18,2020-02-05 12:00:00
tx_854,addr_355,Miner,0.8748,0.00986,6,8,2020-02-05 13:00:00
tx_855,addr_411,Hodler,0.2226,0.00783,5,1,2020-02-05 14:00:00
tx_856,addr_71,Hodler,0.503,0.00396,13,4,2020-02-05 15:00:00
tx_857,addr_202,Trader,1.4647,0.00583,18,7,2020-02-05 16:00:00
tx_858,addr_299,Hodler,1.8717,0.00912,12,14,2020-02-05 17:00:00
tx_859,addr_271,Exchange,0.563,0.00559,7,13,2020-02-05 18:00:00
tx_860,addr_222,Trader,0.1189,0.00183,15,10,2020-02-05 19:00:00
tx_861,addr_9,Exchange,0.992,0.00385,3,18,2020-02-05 20:00:00
tx_862,addr_48,Miner,0.5337,0.00845,16,1,2020-02-05 21:00:00
tx_863,addr_383,Trader,0.4958,0.00648,1,4,2020-02-05 22:00:00
tx_864,addr_31,Miner,6.4309,0.00654,16,16,2020-02-05 23:00:00
tx_865,addr_475,Trader,1.9158,0.00868,12,16,2020-02-06 00:00:00
tx_866,addr_103,Mixer,1.6278,0.00895,19,18,2020-02-06 01:00:00
tx_867,addr_376,Hodler,1.0749,0.00921,8,8,2020-02-06 02:00:00
tx_868,addr_377,Mixer,1.1205,0.00104,12,10,2020-02-06 03:00:00
tx_869,addr_490,Miner,1.557,0.00549,15,16,2020-02-06 04:00:00
tx_870,addr_452,Hodler,2.3843,0.00743,2,11,2020-02-06 05:00:00
tx_871,addr_295,Trader,2.4223,0.00759,17,6,2020-02-06 06:00:00
tx_872,addr_178,Hodler,0.3767,0.00611,7,1,2020-02-06 07:00:00
tx_873,addr_16,Exchange,1.3867,0.00175,13,12,2020-02-06 08:00:00
tx_874,addr_228,Hodler,1.0619,0.00799,1,6,2020-02-06 09:00:00
tx_875,addr_60,Exchange,4.0886,0.00723,6,13,2020-02-06 10:00:00
tx_876,addr_104,Hodler,1.9962,0.00095,13,17,2020-02-06 11:00:00
tx_877,addr_225,Exchange,1.5207,0.00469,11,1,2020-02-06 12:00:00
tx_878,addr_435,Miner,0.2452,0.00182,10,8,2020-02-06 13:00:00
tx_879,addr_303,Mixer,1.861,0.00344,16,8,2020-02-06 14:00:00
tx_880,addr_36,Trader,0.2493,0.00028,17,11,2020-02-06 15:00:00
tx_881,addr_492,Hodler,0.8226,0.00406,17,14,2020-02-06 16:00:00
tx_882,addr_350,Mixer,0.3083,0.00554,4,10,2020-02-06 17:00:00
tx_883,addr_177,Trader,2.3558,0.00623,5,15,2020-02-06 18:00:00
tx_884,addr_83,Trader,0.462,0.00667,14,7,2020-02-06 19:00:00
tx_885,addr_90,Exchange,0.9947,0.00838,10,7,2020-02-06 20:00:00
tx_886,addr_235,Miner,4.5205,0.00223,14,10,2020-02-06 21:00:00
tx_887,addr_148,Miner,0.4571,0.00129,1,4,2020-02-06 22:00:00
tx_888,addr_232,Mixer,1.4178,0.00853,11,18,2020-02-06 23:00:00
tx_889,addr_91,Miner,1.0869,0.00165,18,10,2020-02-07 00:00:00
tx_890,addr_179,Hodler,0.0366,0.00975,16,19,2020-02-07 01:00:00
tx_891,addr_121,Miner,3.1477,0.00844,18,14,2020-02-07 02:00:00
tx_892,addr_437,Mixer,0.1431,0.00506,8,13,2020-02-07 03:00:00
tx_893,addr_52,Miner,1.2859,0.00982,10,15,2020-02-07 04:00:00
tx_894,addr_439,Hodler,1.645,0.00106,10,16,2020-02-07 05:00:00
tx_895,addr_18,Exchange,1.98,0.0031,5,2,2020-02-07 06:00:00
tx_896,addr_398,Mixer,2.3336,0.00642,10,4,2020-02-07 07:00:00
tx_897,addr_434,Exchange,0.5841,0.00357,18,18,2020-02-07 08:00:00
tx_898,addr_88,Exchange,0.0201,0.00929,6,17,2020-02-07 09:00:00
tx_899,addr_225,Exchange,2.5707,0.00075,3,10,2020-02-07 10:00:00
tx_900,addr_320,Trader,1.5343,0.00554,8,9,2020-02-07 11:00:00
tx_901,addr_192,Trader,3.6172,0.00595,9,15,2020-02-07 12:00:00
tx_902,addr_263,Exchange,3.4451,0.00656,5,12,2020-02-07 13:00:00
tx_903,addr_102,Mixer,3.7072,0.00263,2,9,2020-02-07 14:00:00
tx_904,addr_41,Hodler,1.3275,0.00371,2,14,2020-02-07 15:00:00
tx_905,addr_453,Hodler,0.8118,0.00845,7,13,2020-02-07 16:00:00
tx_906,addr_295,Miner,3.1362,0.00203,17,6,2020-02-07 17:00:00
tx_907,addr_104,Mixer,1.2004,0.00829,10,19,2020-02-07 18:00:00
tx_908,addr_44,Trader,0.4053,0.00567,12,4,2020-02-07 19:00:00
tx_909,addr_318,Exchange,3.8617,0.00765,2,17,2020-02-07 20:00:00
tx_910,addr_57,Miner,4.2837,0.00716,10,19,2020-02-07 21:00:00
tx_911,addr_386,Hodler,1.2559,0.00215,1,3,2020-02-07 22:00:00
tx_912,addr_289,Trader,0.1574,0.00573,4,14,2020-02-07 23:00:00
tx_913,addr_349,Trader,0.9815,0.00869,13,17,2020-02-08 00:00:00
tx_914,addr_241,Exchange,3.2546,0.00438,12,13,2020-02-08 01:00:00
tx_915,addr_224,Hodler,4.641,0.00967,11,9,2020-02-08 02:00:00
tx_916,addr_354,Mixer,0.455,0.00458,10,1,2020-02-08 03:00:00
tx_917,addr_31,Trader,0.1386,0.00151,15,17,2020-02-08 04:00:00
tx_918,addr_341,Exchange,4.1968,0.00396,5,16,2020-02-08 05:00:00
tx_919,addr_68,Mixer,0.9866,0.00952,17,18,2020-02-08 06:00:00
tx_920,addr_276,Hodler,1.5607,0.00327,5,2,2020-02-08 07:00:00
tx_921,addr_108,Trader,6.8882,0.00869,2,14,2020-02-08 08:00:00
tx_922,addr_394,Mixer,0.1378,0.00882,9,17,2020-02-08 09:00:00
tx_923,addr_153,Mixer,2.0901,0.00357,6,3,2020-02-08 10:00:00
tx_924,addr_167,Mixer,0.154,0.00092,18,2,2020-02-08 11:00:00
tx_925,addr_347,Trader,0.9415,0.00727,14,8,2020-02-08 12:00:00
tx_926,addr_2,Trader,3.2574,0.00318,19,2,2020-02-08 13:00:00
tx_927,addr_322,Miner,1.1365,0.00785,14,2,2020-02-08 14:00:00
tx_928,addr_292,Hodler,11.7437,0.00448,8,9,2020-02-08 15:00:00
tx_929,addr_434,Exchange,1.6377,0.0049,17,6,2020-02-08 16:00:00
tx_930,addr_403,Mixer,0.7747,0.0078,3,12,2020-02-08 17:00:00
tx_931,addr_292,Miner,0.4972,0.00389,10,9,2020-02-08 18:00:00
tx_932,addr_202,Exchange,0.8632,0.00449,17,7,2020-02-08 19:00:00
tx_933,addr_234,Miner,0.9321,0.00382,11,12,2020-02-08 20:00:00
tx_934,addr_15,Trader,0.1424,0.00374,8,5,2020-02-08 21:00:00
tx_935,addr_323,Mixer,0.9227,0.00531,1,16,2020-02-08 22:00:00
tx_936,addr_220,Exchange,1.2481,0.00811,13,5,2020-02-08 23:00:00
tx_937,addr_250,Exchange,2.5656,0.00368,4,12,2020-02-09 00:00:00
tx_938,addr_34,Exchange,2.1385,0.00529,7,9,2020-02-09 01:00:00
tx_939,addr_193,Exchange,2.4673,0.00674,14,7,2020-02-09 02:00:00
tx_940,addr_174,Exchange,0.0168,0.00277,5,19,2020-02-09 03:00:00
tx_941,addr_191,Miner,0.491,0.00285,11,11,2020-02-09 04:00:00
tx_942,addr_24,Mixer,2.1676,0.00934,17,12,2020-02-09 05:00:00
tx_943,addr_65,Trader,1.3233,0.00726,5,3,2020-02-09 06:00:00
tx_944,addr_350,Trader,0.0107,0.00581,3,17,2020-02-09 07:00:00
tx_945,addr_373,Trader,3.2643,0.00651,5,7,2020-02-09 08:00:00
tx_946,addr_154,Trader,2.9639,0.00039,15,10,2020-02-09 09:00:00
tx_947,addr_385,Miner,1.59,0.00622,19,15,2020-02-09 10:00:00
tx_948,addr_225,Hodler,0.1376,0.00514,16,2,2020-02-09 11:00:00
tx_949,addr_69,Mixer,2.9093,0.0055,8,13,2020-02-09 12:00:00
tx_950,addr_200,Exchange,1.7528,0.00366,13,4,2020-02-09 13:00:00
tx_951,addr_301,Hodler,3.0462,0.00091,16,18,2020-02-09 14:00:00
tx_952,addr_89,Trader,2.7866,0.00201,3,1,2020-02-09 15:00:00
tx_953,addr_374,Hodler,3.2491,0.00951,1,2,2020-02-09 16:00:00
tx_954,addr_46,Mixer,1.4597,0.00415,9,2,2020-02-09 17:00:00
tx_955,addr_275,Exchange,0.3024,0.00472,9,4,2020-02-09 18:00:00
tx_956,addr_154,Exchange,2.2244,0.00062,17,3,2020-02-09 19:00:00
tx_957,addr_185,Mixer,1.9377,0.00047,2,17,2020-02-09 20:00:00
tx_958,addr_248,Mixer,2.7116,0.0072,9,14,2020-02-09 21:00:00
tx_959,addr_254,Trader,0.3724,0.00543,19,2,2020-02-09 22:00:00
tx_960,addr_284,Exchange,0.4338,0.00514,13,16,2020-02-09 23:00:00
tx_961,addr_252,Hodler,4.422,0.00251,5,11,2020-02-10 00:00:00
tx_962,addr_134,Miner,2.7724,0.00747,9,13,2020-02-10 01:00:00
tx_963,addr_313,Miner,4.7769,0.00177,13,1,2020-02-10 02:00:00
tx_964,addr_107,Mixer,2.8436,0.00198,1,2,2020-02-10 03:00:00
tx_965,addr_234,Trader,1.8184,0.00466,15,2,2020-02-10 04:00:00
tx_966,addr_33,Miner,2.1234,0.00293,4,5,2020-02-10 05:00:00
tx_967,addr_9,Exchange,4.3988,0.00255,4,4,2020-02-10 06:00:00
tx_968,addr_417,Mixer,1.7293,0.00649,10,12,2020-02-10 07:00:00
tx_969,addr_358,Hodler,2.0015,0.00654,6,3,2020-02-10 08:00:00
tx_970,addr_9,Mixer,0.3403,0.00826,12,10,2020-02-10 09:00:00
tx_971,addr_96,Hodler,1.2846,0.00424,16,18,2020-02-10 10:00:00
tx_972,addr_381,Mixer,2.5204,0.00082,3,10,2020-02-10 11:00:00
tx_973,addr_286,Mixer,0.632,0.00281,14,1,2020-02-10 12:00:00
tx_974,addr_489,Mixer,0.4519,0.0098,1,6,2020-02-10 13:00:00
tx_975,addr_183,Hodler,0.7533,0.006,10,11,2020-02-10 14:00:00
tx_976,addr_273,Hodler,0.5528,0.00713,15,2,2020-02-10 15:00:00
tx_977,addr_386,Mixer,0.4839,0.00017,7,7,2020-02-10 16:00:00
tx_978,addr_264,Miner,1.1063,0.00523,4,18,2020-02-10 17:00:00
tx_979,addr_416,Trader,4.7684,0.00047,14,19,2020-02-10 18:00:00
tx_980,addr_432,Trader,1.4147,0.00574,16,4,2020-02-10 19:00:00
tx_981,addr_308,Trader,0.4163,0.00922,14,13,2020-02-10 20:00:00
tx_982,addr_399,Hodler,0.1602,0.00969,3,18,2020-02-10 21:00:00
tx_983,addr_400,Hodler,2.3825,0.00545,17,13,2020-02-10 22:00:00
tx_984,addr_323,Miner,0.9651,0.00464,14,19,2020-02-10 23:00:00
tx_985,addr_332,Trader,3.45,0.00946,18,17,2020-02-11 00:00:00
tx_986,addr_247,Trader,2.1547,0.00677,3,1,2020-02-11 01:00:00
tx_987,addr_331,Mixer,3.1816,0.00074,19,6,2020-02-11 02:00:00
tx_988,addr_219,Hodler,0.6348,0.00471,3,19,2020-02-11 03:00:00
tx_989,addr_88,Trader,2.3576,0.00248,12,1,2020-02-11 04:00:00
tx_990,addr_208,Miner,0.6132,0.00475,5,8,2020-02-11 05:00:00
tx_991,addr_341,Miner,5.596,0.00461,10,17,2020-02-11 06:00:00
tx_992,addr_287,Trader,2.0233,0.00586,9,15,2020-02-11 07:00:00
tx_993,addr_60,Hodler,0.7846,0.00363,1,18,2020-02-11 08:00:00
tx_994,addr_159,Miner,0.6281,0.00173,13,7,2020-02-11 09:00:00
tx_995,addr_50,Mixer,0.4237,0.00509,3,16,2020-02-11 10:00:00
tx_996,addr_330,Miner,2.3725,0.00832,19,7,2020-02-11 11:00:00
tx_997,addr_320,Exchange,0.4936,0.00667,11,17,2020-02-11 12:00:00
tx_998,addr_74,Exchange,1.8092,0.00345,16,4,2020-02-11 13:00:00
tx_999,addr_457,Hodler,0.6148,0.00936,6,12,2020-02-11 14:00:00
tx_1000,addr_27,Trader,2.1692,0.00913,3,13,2020-02-11 15:00:00
tx_1001,addr_131,Hodler,3.3741,0.00217,19,4,2020-02-11 16:00:00
tx_1002,addr_2,Hodler,3.0104,0.00049,6,1,2020-02-11 17:00:00
tx_1003,addr_123,Hodler,2.8613,0.00744,8,1,2020-02-11 18:00:00
tx_1004,addr_222,Hodler,0.4158,0.00829,13,7,2020-02-11 19:00:00
tx_1005,addr_228,Mixer,0.1851,0.00968,12,9,2020-02-11 20:00:00
tx_1006,addr_223,Mixer,2.401,0.00891,10,1,2020-02-11 21:00:00
tx_1007,addr_362,Miner,0.9188,0.00605,3,16,2020-02-11 22:00:00
tx_1008,addr_383,Exchange,1.1325,0.00535,4,18,2020-02-11 23:00:00
tx_1009,addr_106,Hodler,0.0633,0.00038,1,15,2020-02-12 00:00:00
tx_1010,addr_241,Miner,0.6011,0.00254,13,6,2020-02-12 01:00:00
tx_1011,addr_253,Exchange,0.0685,0.00465,4,2,2020-02-12 02:00:00
tx_1012,addr_246,Trader,4.227,0.00632,11,9,2020-02-12 03:00:00
tx_1013,addr_60,Mixer,0.5578,0.00562,19,4,2020-02-12 04:00:00
tx_1014,addr_342,Exchange,1.6299,0.00745,11,13,2020-02-12 05:00:00
tx_1015,addr_340,Trader,0.0795,0.00287,12,11,2020-02-12 06:00:00
tx_1016,addr_438,Exchange,2.1983,0.00569,11,13,2020-02-12 07:00:00
tx_1017,addr_405,Mixer,0.7802,0.00097,6,11,2020-02-12 08:00:00
tx_1018,addr_194,Mixer,4.564,0.0042,12,19,2020-02-12 09:00:00
tx_1019,addr_295,Miner,4.3806,0.00753,9,8,2020-02-12 10:00:00
tx_1020,addr_5,Hodler,0.7869,0.00696,10,7,2020-02-12 11:00:00
tx_1021,addr_432,Exchange,4.6245,0.00991,3,16,2020-02-12 12:00:00
tx_1022,addr_116,Exchange,11.1234,0.00285,3,3,2020-02-12 13:00:00
tx_1023,addr_124,Trader,3.4907,0.00503,16,17,2020-02-12 14:00:00
tx_1024,addr_457,Mixer,3.727,0.00336,3,18,2020-02-12 15:00:00
tx_1025,addr_389,Exchange,0.5727,0.00446,10,15,2020-02-12 16:00:00
tx_1026,addr_268,Mixer,1.7194,0.00858,11,17,2020-02-12 17:00:00
tx_1027,addr_124,Exchange,0.1392,0.00687,8,11,2020-02-12 18:00:00
tx_1028,addr_475,Miner,0.1995,0.00884,6,5,2020-02-12 19:00:00
tx_1029,addr_316,Hodler,13.6115,0.00211,11,16,2020-02-12 20:00:00
tx_1030,addr_359,Exchange,0.7909,0.00875,12,15,2020-02-12 21:00:00
tx_1031,addr_41,Mixer,2.7581,0.00069,16,10,2020-02-12 22:00:00
tx_1032,addr_438,Miner,3.2867,0.0089,18,14,2020-02-12 23:00:00
tx_1033,addr_10,Exchange,3.9042,0.00336,13,2,2020-02-13 00:00:00
tx_1034,addr_335,Trader,12.0883,0.00321,3,16,2020-02-13 01:00:00
tx_1035,addr_412,Hodler,0.5528,0.00517,15,19,2020-02-13 02:00:00
tx_1036,addr_298,Exchange,0.0824,0.00941,14,8,2020-02-13 03:00:00
tx_1037,addr_154,Miner,1.0593,0.00057,18,15,2020-02-13 04:00:00
tx_1038,addr_328,Trader,0.2787,0.00359,14,10,2020-02-13 05:00:00
tx_1039,addr_136,Miner,0.0454,0.00858,5,5,2020-02-13 06:00:00
tx_1040,addr_205,Miner,0.8939,0.00402,14,16,2020-02-13 07:00:00
tx_1041,addr_271,Trader,3.0625,0.00207,8,12,2020-02-13 08:00:00
tx_1042,addr_66,Miner,1.6703,0.00431,15,13,2020-02-13 09:00:00
tx_1043,addr_23,Trader,0.7502,0.00392,15,9,2020-02-13 10:00:00
tx_1044,addr_157,Exchange,2.1246,0.00916,19,17,2020-02-13 11:00:00
tx_1045,addr_361,Trader,0.528,0.00764,6,12,2020-02-13 12:00:00
tx_1046,addr_359,Trader,0.029,0.0051,19,5,2020-02-13 13:00:00
tx_1047,addr_318,Hodler,2.8908,0.00988,8,12,2020-02-13 14:00:00
tx_1048,addr_138,Trader,1.955,0.00471,6,1,2020-02-13 15:00:00
tx_1049,addr_258,Trader,2.8735,0.00068,15,16,2020-02-13 16:00:00
tx_1050,addr_398,Exchange,0.0794,0.0027,3,12,2020-02-13 17:00:00
tx_1051,addr_355,Hodler,3.6295,0.00442,10,9,2020-02-13 18:00:00
tx_1052,addr_317,Mixer,1.9327,0.00165,15,13,2020-02-13 19:00:00
tx_1053,addr_463,Exchange,1.6575,0.00948,16,17,2020-02-13 20:00:00
tx_1054,addr_243,Exchange,1.9596,0.00769,17,17,2020-02-13 21:00:00
tx_1055,addr_277,Mixer,3.9966,0.00276,19,4,2020-02-13 22:00:00
tx_1056,addr_34,Trader,1.7683,0.00595,11,14,2020-02-13 23:00:00
tx_1057,addr_434,Miner,1.7395,0.00724,16,19,2020-02-14 00:00:00
tx_1058,addr_74,Hodler,9.351,0.00942,5,7,2020-02-14 01:00:00
tx_1059,addr_279,Miner,2.8272,0.00883,5,3,2020-02-14 02:00:00
tx_1060,addr_413,Mixer,1.1678,0.0052,14,1,2020-02-14 03:00:00
tx_1061,addr_180,Exchange,2.4579,0.00777,18,12,2020-02-14 04:00:00
tx_1062,addr_347,Exchange,0.9861,0.00567,8,15,2020-02-14 05:00:00
tx_1063,addr_461,Hodler,0.5198,0.00557,5,11,2020-02-14 06:00:00
tx_1064,addr_249,Exchange,1.8169,0.00124,7,10,2020-02-14 07:00:00
tx_1065,addr_260,Exchange,5.2672,0.00135,16,2,2020-02-14 08:00:00
tx_1066,addr_306,Hodler,5.2941,0.00534,14,4,2020-02-14 09:00:00
tx_1067,addr_421,Hodler,0.8368,0.00276,5,17,2020-02-14 10:00:00
tx_1068,addr_327,Mixer,1.5002,0.00031,9,17,2020-02-14 11:00:00
tx_1069,addr_233,Exchange,0.4756,0.00726,4,8,2020-02-14 12:00:00
tx_1070,addr_461,Exchange,10.8665,0.00042,4,14,2020-02-14 13:00:00
tx_1071,addr_497,Mixer,7.9391,0.00599,16,4,2020-02-14 14:00:00
tx_1072,addr_218,Trader,2.0968,0.00544,17,6,2020-02-14 15:00:00
tx_1073,addr_399,Trader,3.2635,0.00969,15,19,2020-02-14 16:00:00
tx_1074,addr_244,Trader,2.5112,0.00489,4,4,2020-02-14 17:00:00
tx_1075,addr_98,Mixer,1.7987,0.00073,6,3,2020-02-14 18:00:00
tx_1076,addr_126,Exchange,0.1096,0.00556,16,6,2020-02-14 19:00:00
tx_1077,addr_323,Mixer,1.2131,0.00843,4,7,2020-02-14 20:00:00
tx_1078,addr_163,Mixer,2.2465,0.00997,6,14,2020-02-14 21:00:00
tx_1079,addr_20,Trader,2.2635,0.00436,5,12,2020-02-14 22:00:00
tx_1080,addr_180,Miner,0.934,0.00327,16,16,2020-02-14 23:00:00
tx_1081,addr_304,Exchange,5.684,0.00908,16,8,2020-02-15 00:00:00
tx_1082,addr_473,Trader,0.3663,0.00199,10,2,2020-02-15 01:00:00
tx_1083,addr_478,Miner,1.3877,0.00619,9,13,2020-02-15 02:00:00
tx_1084,addr_373,Miner,2.3481,0.00412,4,8,2020-02-15 03:00:00
tx_1085,addr_350,Hodler,2.3889,0.00051,14,16,2020-02-15 04:00:00
tx_1086,addr_389,Exchange,2.0919,0.00354,4,4,2020-02-15 05:00:00
tx_1087,addr_97,Miner,0.644,0.00273,12,16,2020-02-15 06:00:00
tx_1088,addr_281,Trader,0.3397,0.00689,10,6,2020-02-15 07:00:00
tx_1089,addr_40,Hodler,2.0209,0.00949,4,4,2020-02-15 08:00:00
tx_1090,addr_339,Exchange,1.8291,0.00275,18,16,2020-02-15 09:00:00
tx_1091,addr_258,Mixer,0.3953,0.00813,13,13,2020-02-15 10:00:00
